"c1","c2","text"
"53354865","3/10/2018 ","The lawsuit brought by the  against Florida??s new  law will be defended in court by FL AG . Bondi is former board chair of RAGA and her campaigns have been backed by the group. RAGA??s 2nd highest donor in 2017 was....the NRA."
"53531637","3/10/2018 ",""", ""President Ronald Reagan on Gun Control | The Heritage Foundationvia . "")"
"536089510","3/10/2018 ","Ya know, instead of realizing guns may be a problem the NRA is just doubling down on wanting it to be easier for just anybody to buy one."
"537602851","3/10/2018 ","So we must"
"53912059","3/10/2018 ","Being ??deeply saddened?? is not enough. More slaughter in USA and the prime cause is lack of gun control. Shocking. Doubly shocking because this doesn??t need to happen."
"580958513","3/10/2018 ","was started by the  democrats, too."
"584148488","3/10/2018 ","A week later, she was walking home one evening with Nisa, a basketball teammate one day shy of her 16th birthday, when MS-13 members spotted them and attacked with a machete and baseball bats."
"59088460","3/10/2018 ","This is sad that  may have to create a section like this."
"603873160","3/10/2018 ","_A__Dub We ask these therapists to help  who need/want help. They stepped up and did a job few will. Prayers won??t bring them back.  so that those with mental health issues have a harder time acces"
"60709454","3/10/2018 ","_Kersey  _Milano  Time before age of 18 is called being parented, time in military would be training. My kids are trained, so yes many are.  is an idiotic argument when compared to teenagers killed in vehicles- texting, dri"
"610919499","3/10/2018 ","When I was in grade school, I often found spent bullet cartridges on the ground around our school. They had to put a huge fence around the school to protect us from guns.    "", ""When I was in grade school, one of my friends was grazed by a bullet when caught in the cross-fire of a drive-by outside our school. Another friend had his apartment shot at in a drive-by. Guns put lives at risk.    "", 
""I was in a building locked down during a shooting, and my mother and I were stalked by a man with a gun when I was in grade school. Believe me, some people should never have guns. They don't make us safe.    "", ""If guns don't kill, why do over 30,000 Americans die every year from gun violence?    "", ""Rather than desensitizing little children to the sounds of gun fire we should be preventing gun violence from ever happening in the first place.    "", 
""So we're trying to habituate and desensitize kids to the sounds of gun fire rather than trying to prevent the gun fire in the first place? This is incredibly wrong.    "", ""I have PTSD. Officers firing gunshots, even for these purposes, would not just scare me, they would trigger my flashbacks.    "")"
"61268284","3/10/2018 ","Too sad. Was it illegal possession of firearms? Who reported him dangerous and when? Who should have removed his guns?"
"617427064","3/10/2018 ","Lambs stance on  is worrying but at least he's willing to discuss expanded background checks which is more than his opponent who has earned an A+ rating from the NRA is willing to do. I'm confident Lamb will fight against any attempt to weaken SS and Medicare and with"
"705569479384817664","3/10/2018 ","It's only happening here because leftists think they'll get  out of it..."
"705641215224451072","3/10/2018 ","_Drew  How dumb can you be to be bitchin about  ,  ,  ,  ALL whilst being totally ignorant OF the LAWS regulating guns? Amazing & prime example of why we need  !"
"706578898851483648","3/10/2018 ","Looks like  is really doing a great job of keeping guns out of the hands of the bad guys in England."
"706743995574005760","3/10/2018 ","Ask this Fourth Amendment ""expert"":"
"708461497735909376","3/10/2018 ","Just talked to some buddies about the  issue. Brought up the daily killing of babies due to abortion. Their minds were blown. They never looked at it from that perspective."
"709178169","3/10/2018 ","I want this too - but I want it broadened to include all people, anywhere."
"716354315791835140","3/10/2018 ","in FLA not so much. But they sure get right on your license for random horses on dance floors."
"717817697","3/10/2018 ","I wish they had walkouts when I was in school... but I also am grateful that they didn??t. Let??s do something about it."
"722799955","3/10/2018 ","_Chandel    Just another day in America, I hope some day you people will finally follow us guys in UK and take action on  since Westminster, London passed 2 acts of Firearms amendment in 1997 there hasn't been a"
"723041576","3/10/2018 ","I??m all for : - acquire the target - verify a clear field of fire - aim small, miss small - breath slowly - squeeze the trigger in an even motion - repeat as necessary"
"731132367058968576","3/10/2018 ","What the   Bill Doesn't Do"
"741840008500391936","3/10/2018 ",". ur pathetically desperate need to change the news cycle resulted in U agreeing to meet w/deplorable NK Kim Jong Un. Welp, we're still talking about Stormy Daniels, Tariffs & Carl Icahns ""Insider Trading,""  &  & revolving WH staff."
"742202250987065344","3/10/2018 ","Apply for gun insurance thru the medical sector, and require it just like auto insurance. Creates jobs, helps catch the people we are worried about and covers victims and their families just like auto insurance   "", "" I know. I??m pissed how little attention this tragedy had. Especially as a veteran    "")"
"744927728739225601","3/10/2018 ","Suing because the min age to buy guns rose form 18 to 21? Say  isn't fighting this bcuz of profits for gun sellers/manufacturers. Don't c how raising min age prevents  but I can't c how this is anything other than for greed and corporate bottom lines"
"747105352282411009","3/10/2018 ","New Curriculum  don't"
"756522130519371778","3/10/2018 ","GREAT ARTICLE. It's not JUST  ."
"760963385320026112","3/10/2018 ","*Boy brings bomb to school *Admits to changing US flag to ISIS flag *Spray paints - ""ISIS IS COMING"" on school This isn't an isolated incident! WAKE UP! Libs worry about  HOW ABOUT WORRYING ABOUT STOPPING INDOCTRINATION OF OUR KIDS!!"
"762534037","3/10/2018 ","I guess this isn't constant coverage on  because it doesn't fit the  narrative they are told to push...Stabbing rampage at Pa. high school leaves 22 wounded"
"76938755","3/10/2018 ","Where was the fanatical  contingent when    furnished 1000s of weapons to Mexican criminals?"
"769653960","3/10/2018 ","Delusional wingnuts of the gun lobby."
"774628898491527168","3/10/2018 ","Has anyone else noticed that every time there is a mass shooting event, backlash against the  and increased demand for  legislation, that the movie, ""Red Dawn"", appears day and night on cable stations?"
"778743870137864192","3/10/2018 ","Fidele Ntumba '18 & Chiquita DeJesus '18 talk  in the latest issue of the YJ"
"778763636416274433","3/10/2018 ","??Officials quietly added more than 4,000 dishonorable discharge records to the system over the three months since 5 November 2017, during the course of an investigation by the air force and the Department of Defense??s inspector general.??"
"792090965825744896","3/10/2018 ","We need to revisit the . It either needs to be expanded using clearer language, or be repealed. Organizations like the  should never have access to our government to make policy."
"793890892654350336","3/10/2018 ","New Florida law hurts law-abiding citizens, and helps criminals."
"800023093079142400","3/10/2018 ","!"
"803850002321838080","3/10/2018 ","Isn??t she under investigation for this? She just made a short barrel rifle which is against the law"
"805651619392069633","3/10/2018 ","  shooting  "", ""Tragically more lives lost unnecessarily because  extremists would rather support the  than human life. And these  politicians constantly preach pro-life, but don't give a shit about human life. Controling women + pure greed is what their agenda is. "")"
"806922258476244992","3/10/2018 ","We are not surprised high school activists are more than ready to take on the NRA. Young people are prepped and ready..."
"80901392","3/10/2018 ","Please join GLIDE & our Janice Mirikitani Family, Youth and Childcare Center as we remember the  victims, & all victims of gun violence, in demanding smart, sensible  laws NOW. Proud of our FYCC kids & teachers!"
"816266330915606528","3/10/2018 ","_  Its not the Guns! How do the bullets leave the chamber? somebody has to have their !! And that's why we need common sense laws for"
"821090504318152705","3/10/2018 ","Adorable and poignant."
"821509629150687233","3/10/2018 ","Each Candidate has their own website, bio, and credentials discussing  or Not  or Not  or Not  or Not! This is Rick Saccone and this is Connor Lamb"
"82257426","3/10/2018 ","I guess we will just have to take your word on that. Most of your other promises have been broken. Worst is your liberal versionnof  which denies Constitutional rights."
"824209273","3/10/2018 ","This is amazing.     via"
"824264532256321538","3/10/2018 ","Left: we call our  . Therefore u  cannot disparage them and our position is unassailable."
"826599176859312129","3/10/2018 ","Paul Ryan needs time off to deal with his ""issues"": his blatant and destructive disregard for children's lives (), poor people (), needy people (), equality for all, his constituents, Wisconsin (), the USA..."
"827925522814529536","3/10/2018 ","As a physician and wife, daughter, niece, cousin, friend of veterans and active duty service men and women, I am devastated by this tragic gun violence. We need to take better care of our vets & common sense gun reform"
"829079327476215812","3/10/2018 ","Just raise age of majority to 21 as well. Ask mama if it's ok to go outside at 21 also, dangerous drugs in streets. Apparently the safe thing to do is keep rights away from people for as long as possible"
"829804083296948226","3/10/2018 "," The U.S. should control lead ammunition, because of the terrible side effects from accidental lead exposure. Billions of rounds of lead ammo sold to civilians means that the population is at higher risk of inadvertent lead poisoning. "", "" Lead bullets and its ultimate toxicity is also a menace to American citizens. We should consider controlling lead ammo, even if all-out gun control is impossible because of the NRA. "")"
"830652156164317185","3/10/2018 ","Something stinks in . ---&gt;"
"831680442109665280","3/10/2018 "," Possible Changes In   Program &  Laws, Carrie Geren Scoggins           "", "" Possible Changes In   Program &  Laws, Carrie Geren Scoggins          ===="", "" Possible Changes In   Program &  Laws, Carrie Geren Scoggins     "", 
""Covering  possible changes to Food Stamp program possible & gun laws.   ..."")"
"839506915403038720","3/10/2018 ","Thomas Massie WARNING On ! This Is Something You Should NotBypass. Please Listen!via"
"845809980984975362","3/10/2018 ","  Possible Changes  &  Carrie Geren Scoggins  "", ""  Possible Changes  &  Carrie Geren Scoggins  "", ""  & Changes  &  Geren Scoggins                "")"
"846779868","3/10/2018 ","The latest Randy Rainbow song parody -- KIDS!"
"850871301489152000","3/10/2018 ","Harriet Tubman needed guns. Democrats wanted to take them away."
"851623117160042496","3/10/2018 ","""The world has turned so upside down that the most public displays of   have come lately from late-night comedy host  who  talking about ??s  and ."""
"853736260397084674","3/10/2018 ","Point: they did take action?? But  is only 25% of the problem and doesn??t provide total protection. Other weapons as deadly!"
"864987638","3/10/2018 ","Hey, students (and teachers!) who have walked out or are still planning a walkout at your high school because you want to protest / .. You like challenges? Here??s one another teacher is daring you to try."
"882029565866127360","3/10/2018 ","So  want us to accept the wisdom of an 18 year old on  yet they don't think that 18 year old is wise enough to own a gun?   ??"
"883074283609747456","3/10/2018 ","_ Absolutely. Facebook banned   candidate Austin Petersen for an AR15 raffle, which is not something that violates their ToS. Also, facebook's COO happens to be a max donor to Austin's competitor, Claire McCaskill"
"886393572240506880","3/10/2018 ","Gun control is fading again in state legislatures all across America. Even my own Washington State dropped the ball. The NRA showers politicians with cash and our babies keep dying. How much longer are we going to tolerate this?"
"887740334956064778","3/10/2018 ","Probably one of the best statements on  that I've heard yet!"
"890324132759576576","3/10/2018 ","are all over the place in this  conversation. Please don't use ""mental health issues,"" ""mentally ill,"" or ""mental illness"" interchangeably with ""dangerous."" At least 20% of America has some kind of mental illness, and we are NOT tainted."
"890702329040785408","3/10/2018 ","A twin barrel AR-15. Seriously. Meet the Gilboa Snake that should go on sale soon."
"891765201342738433","3/10/2018 ","Please watch this video about  and ."
"894099372824297472","3/10/2018 ","A twin barrel AR-15. Seriously. Meet the Gilboa Snake that should go on sale soon."
"901962877145419776","3/10/2018 ","When will you  assholes realize, CRIMINALS DO NOT ABIDE BY LAWS. (psst, hence criminals)"
"903573259","3/10/2018 ","only if ""common sense"" was more common...  why aren't MORE & MORE  speaking & organizing protests ?  starts with"
"907382402561052673","3/10/2018 ","A twin barrel AR-15. Seriously. Meet the Gilboa Snake that should go on sale soon."
"907860183505915905","3/10/2018 ","The NRA is suing Florida for enacting gun control laws"
"922142306932875269","3/10/2018 ","Imagine not knowing anything of  political actions over last year. Nothing about  .          The Man Who Knew Too Little"
"922821599098572800","3/10/2018 ","Ms. _Kirkpatrick I am sixty years  native, I Have Never Demanded  I Exercise my Right To Vote it's my duty along with protecting my   "", "" _Kirkpatrick You had to pay  to promote this tweet. Ms. Kirkpatrick I am sixty years  native, I Have Never Demanded  I Exercise my Right To Vote it's my duty along with protecting my "")"
"924334000927371265","3/10/2018 "," Yes it will ABSOLUTELY UNDENIABLY. It could cripple them! Only way to get them is their wallets!           "", "" They're the ones that were looking death n the eye! They were the ones watching their friends and teachers die! They're the ones that live with the images n trauma for the rest of their lives! To think their voices don't matter is FUCKING IGN""
)"
"924715835683475456","3/10/2018 ","So I came on here to be like ??what about gun control?? and it seems like everyone else did too!"
"939564053118312448","3/10/2018 ","Was it an AR-15 though? I am going to guess no. If it was, we would all know."
"939989607785140225","3/10/2018 ","What if you had to have 20 people certify you were chill before you could buy a gun..."
"947575231085981697","3/10/2018 ","! It's up to us to !     GOP"
"954740448341438464","3/10/2018 ","""Guns are safe. Stop falling for """
"958558192497291264","3/10/2018 ","Happy birthday to The Dude, Walter, and Donnie! The big Lebowski turned 20 today!  you??re out of your element! Dude,  is NOT the issue here!"
"959878873117753344","3/10/2018 ","The local school is allowing a walk out for  I am proud how my two teenagers are taking it upon themselves to protest the protest."
"960326981224161280","3/10/2018 ","For you Saturday afternoon entertainment..."
"961004831518289922","3/10/2018 ","Seems that  founder  is throwing in with racists and anti-semites. Fascists still love  it seems."
"961672118453743616","3/10/2018 ","Raising the age to 21 will be challenged legally and banning bump stocks is pointless theatrics. This covers up the true goal of all these  Bills... getting into your ??mental health??. This is WHY they changed healthcare and insurance too.    "", ""Even as we beg government to take guns from the ??mentally ill?? and get involved with the ??mental health?? of our children, do we know what that means? Know who decides what ??mentally ill?? is? Know what the DSM-5, err DSM-6 is?   ""
)"
"966591329806331904","3/10/2018 ","This must be the only city in America without home owners with mental illness."
"970140879393579009","3/10/2018 ","As long as this is a starting point, and not the only step taken!"
"970813634128613376","3/10/2018 ","This is what  advocates want. They??re happy to play the numbers game by driving their kids to school, putting them in danger because it is a risk they are accustomed to. They do not want to be inconvenienced by statistics."
"972447198133866496","3/10/2018 ","Pistol training. Teach your pistol not to intimidate others, and keep him on a leash.   ."
"973415772","3/10/2018 "," And there were no crimes or law enforcement property damaged. How could this be possible with so many gun toting rednecks all in one location?.. ohh that's right they're all law abiding!   hasn't &a"", ""Anybody else find it Really Ironic the past decade of shootings are only AR15s while the mass majority of ppl know shotgun or pistol is more effective close range for damage! Where George Soros what's he been up to?! Some real fishy stuff going on around  & ""
)"
"98993077","3/10/2018 ","From the satire files ... kind of. Let's face, elements of left really think this stuff."
"990324877","3/10/2018 ","how much  did you use to hide this from the media? U continue to commit murders, anyone else would get 5 life sentences. Cowards u all are! Hide behind lawsuits and blood. Shame on you all and the politicians who sold their"
"998390136","3/10/2018 ","The problem with  Laws is that Criminals & Mentality Evil DON??T CARE ABOUT GUN CONTROL LAWS...."
"1004671441","3/11/2018 "," _st0rm Has the hip-hop community commented on  yet? Will Beyonc?? and J give up their assault weapons? Or is it lit if yous a pretend gangsta?"", "" is a trendy topic right now yet the msm is censoring the trial of the Pulse Shooters accomplice.  wanted him to attack !  "")"
"1024179554","3/11/2018 ","""A couple of mass shootings"" with ARs? Is that guy fucking kidding? Auroras, Sandy Hook, two of the worst in Florida, just for starters!"
"107530007","3/11/2018 ","After the Las Vegas shooting massacre, survival can be excruciating"
"108341578","3/11/2018 ","If Mississippi would invest in  &  &  ???? it might start catching up in safety for unborn children.... Right now, I wouldn??t trust this state with any children??- before or after they were born!"
"108710843","3/11/2018 ","_hoggs All the ??adults?? on this thread who are skeptical of a student knowing basics civics says a lot more about how little you learned in school than you mean it to. Crack open a book, folks!"
"111899178","3/11/2018 ","_National _NewEngland Ok, you started by retweeting a h1tler pic & quote. You then invoked ??atrocities?? in the context of  and . Please explain ."
"1123480609","3/11/2018 ","Independent Schools of New England take full page ad in  calling for efforts to ""make  less vulnerable to violence"" - and reasonable .-"
"1143762104","3/11/2018 ","_G_Fahey  _shir   _hoggs Here are some more  on Australia for you"
"115161668","3/11/2018 ","brace for  as   take place across country"
"115321327","3/11/2018 ","perhaps you could educate yourself & others on how some firearms actually function."
"1173618348","3/11/2018 ","I disagree, I think  & Government Run Healthcare are much worse ideas."", "" hands down has most prohibitive  in entire country and it's done nothing to stop  mass shootings like  or  Legislating Law-Abiding U.S. Citizens Disarmed, Defenseless Victims at State & Fed Level = "", ""Sounds like every word of  ever written. Or that everything the government has ever imposed itself on is worse off than if they had done nothing at all."", 
""Please stop not so uber conservative Ronald Reagan as a Poster Boy for the Second Amendment &  he was a total hypocrite on  before & after this speech As Governor & POTUS he lobbied for & Signed Into Law some of the most henious  in US History to date"")"
"119922005","3/11/2018 ","This is so wrong in so many ways. Wake up America - until we have better gun control these senseless shootings are likely to continue."
"1231619492","3/11/2018 ","The same people who want guns to protect themselves against a tyrannical government also call those who don??t support the president unamerican. Makes sense."
"123281100","3/11/2018 ","_hoggs  Lauren.. you and your pals are amazing. You??ve managed to achieve in America what what no one else has with these new laws, corporate biz cancellations & this incredible  momentum. Don??t worry about the twitte"
"123542694","3/11/2018 ","LEAP AHEAD. Get your news Sunday Nights at 8PM ET Tonight: The War Against America Comes Home Tune in. Get squared. Go forth prepared and fearless."
"125322205","3/11/2018 ","I believe the Teens will change the world - very excited to see their huge power on"
"126340223","3/11/2018 ","It is About Gun Control"
"1276736990","3/11/2018 ","won't work... We need liberalism control..."
"12804862","3/11/2018 ","""The Second Amendment, like the First Amendment, doesn??t give anyone any rights. Instead, it prohibits the federal government from infringing on rights that are natural and God-given and that preexist government."""
"128360486","3/11/2018 ","--   --"
"13022562","3/11/2018 ","Plane ticket purchased. I will be marching for American lives on March 24."
"1320543264","3/11/2018 ","Liberals Scream for Gun Control After Veterans Home Shooting, Miss One Huge Fact"
"1325870978","3/11/2018 ","Also raise voting age to 21+!"
"134103729","3/11/2018 ","has strict  laws too. You'd almost think they are ineffective."
"1355929668","3/11/2018 ","Times change, but democrats never really do.."
"1362147254","3/11/2018 ","Currently changing work travel plans to sandwich the  between two other trips. So inspired by these young people who are changing the conversation on ."
"138291578","3/11/2018 ","Are you a middle or high-school student who wants to learn how to effectively lobby elected officials around  ? Attend our free Student Organizing Workshop on 3/18."
"1388303040","3/11/2018 ","David Bowie - Heroesvia  ""And the guns, shot above our heads"
"1392996848","3/11/2018 "," is the most disgraceful human on the planet and 60 million idiots voted for him You all are shameful by association         "", ""Is this what  means by \""leading\""         "")"
"139586905","3/11/2018 ","I'm watching the Misunderstanding of Guns  on my &lt;a href=""App&lt;/a&gt;! available in the App Store."
"140822682","3/11/2018 ","How the NRA uses jargon to bully  supporters"
"1412064840","3/11/2018 ","Media Making of Useful Idiots       "", ""Useful Idiots     "", ""AJAX STARGLIDER - EVIL CONTROL FREAKS             "")"
"14189536","3/11/2018 ","Okay NRA, if you don't like Florida's new gun law, offer a better alternative."
"141991895","3/11/2018 ","backed    Colorado  blocking   in house.   cares more abt  than protecting our children  from   on  streets"
"14529063","3/11/2018 ","Harrold, Texas has teachers that carry guns to protect their school. And doesn't make the school feel like a prison at all to the students."
"1455378018","3/11/2018 ","?"
"146706066","3/11/2018 ","BREAKING: China repeals term limits, meaning President Xi Jinping could rule indefinitely. And the enslaved people of  can??t argue about it, or do a damn thing about it, because *whispering* ??they don??t have a 2nd Amendment to protect a 1st Amendment.??"
"1469604097","3/11/2018 ","I am no fan of Jared Kushner, but even conservative-leaning members of the Modern Orthodox Jewish community tend to be strongly in favor of some amount of . It doesn't surprise me that he would donate to ."
"147634420","3/11/2018 ","the  are exploiting the Constitution of the United States. Those that complain about the Freedoms of Speech & Religion, are probably the ones all fired up over . America doesn't need the  for anyone in the public! Should totally be illegal!"
"148934384","3/11/2018 ","Don??t let fatigue set in. Change requires stamina, purpose and"
"14905111","3/11/2018 ","Jesus on Gun Control   "", "" I wrote this in response to an article written about you this last week.   "", "" I wrote this in response to something I saw written about you recently.   "")"
"14911797","3/11/2018 ","I created a new  for my profile that reflects my  on  and my desire to work to enact an . Take a look and steal it if you want."
"1497787496","3/11/2018 ","Couldn??t he make exactly the same argument for gun manufacturers and gun dealers? They are making and selling products that are killing thousands of kids.  "", "" Couldn??t he make exactly the same argument for gun manufacturers and gun dealers? They are making and selling products that are killing thousands of kids.  "")"
"150043315","3/11/2018 "," I'm disgusted.       "", "" What?... No boasting about how you implemented  by Executive Fiat that even  would not dare to do? You are not an Emperor, neither was your predecessor.    Unite! "", "" Long before  existed people were  using nothing more than: ?? Stiff Fingers ?? String ?? A rubber band ?? The belt loop of their pants It's a technique that cannot be banned! This ruling by executive fia""
)"
"1537603994","3/11/2018 ","Fundamental Dishonesty is the corner stone of the  movement."
"1546656000","3/11/2018 ","Yep. Not  but lefts agenda . Sad. Looks like  is just another static after all. No changes are being made ANYWHERE in our country to improve them. Misplaced focus"
"1556708424","3/11/2018 ","Interesting, she says it??s the govt responsibility to keep us safe from gun violence? It is? Yet her solution is more govt who failed in the first place?"
"15571365","3/11/2018 ","If an 18 year old wants a  there is a US contract they can sign to have one issued to them by the"
"15736424","3/11/2018 "," Because our Rights, which is our Property, is the price they want to pay to be slaves to the government.  is nonsense  is tyranny"", ""_BlueWord   Already been turned into a privilege with the unconstitutional background check system. What you listed aren't privileges, but products. Which costs $$ to get.  is nonsense  is tyranny"", ""Having actually read the uS Constitution, there's no power delegated to ban anything. And the People who own & exercise their Right to keep & bear arms, would not be willing to give it up easily either.  is nonsense  is tyranny"", 
""_BlueWord  The Right to keep and bear arms is Inherent to the Individual and not dependent on the .  is nonsense  is tyranny"", ""    People have the Right to contribute to the  all they want. Companies or Individuals can do so. Why do you have a problem with that?  is nonsense  is tyranny"", ""So what's the youngest age for a youth in the shooting sports?  is nonsense  is tyranny"")"
"1579242810","3/11/2018 ","_kasky As a parent, I fully support your battle for better gun control, and I applaud you for your bravery in standing up for a cause you believe in."
"15801149","3/11/2018 ","Adorable and poignant.via  This is great!"
"15808140","3/11/2018 ","Nothing God-like in this pedophile protecting action by the . Just like the  suing  over ."
"15818913","3/11/2018 ","Wow. Everybody stay safe please. We need better  in this country."
"1583986518","3/11/2018 ","ICYMI: One of this week's editorial cartoons."
"15842438","3/11/2018 ","She??s 5??1??, 110 lbs, shooting an AR-15 and learning gun safety. No bruised shoulder, no PTSD, and no desire to go shoot up a school. Get triggered lefties!"
"1594867148","3/11/2018 ","Good morning,  and  We need  "", ""Good morning,  We need  "", ""Good morning,  We need  "", ""Good morning,  We need  "")"
"1606029594","3/11/2018 ","More like when the anti-gun wingnuts boycott kroger, or any other place. Always seems to work out great, just not for the  crowd."
"16155872","3/11/2018 ","Leftist want to save lives with gun control but ok with 300,000 abortions a yr. They talk about   women rights & victims, but silent about what Islam does to women with sex trade and slavery, or how female genital mutilation gets a shrug"
"16155881","3/11/2018 ","Morning Consult Poll: Consumers Inflict Major PR Damage on corporations who cut ties with the"
"161875839","3/11/2018 ",".  on  : ??Now, if the criminals would cooperate and come in and turn in their guns, I think this might be a nice idea. I have a suspicion they??re not going to do that.??"
"164705941","3/11/2018 ","Now, if we could just get the cowards in Congress to read and pay attention to this instead of the NYT and the other liberal fish wrappers. All lame stream media included."
"165071554","3/11/2018 ",". Desperate much? Some High School students eating your & the 's lunch. Your Owners can't be happy. Now you use implied threats against rational . When your wackos start shooting, you're all complicit & culpable. Every mass shooting using WMD's are on you!"
"16508005","3/11/2018 ","President Donald Trump Suggests Death Penalty For Drug Dealers - maybe if  wants to copy laws from Singapore he can start with"
"16569183","3/11/2018 ","One of the many reasons that the fight for  has to keep going"
"16571969","3/11/2018 ","I had a great time joining  on Friday's Politics Tonight to discuss the wild week in politics. We talked    post  and even a little bit about my upcoming book. Thanks to everyone on the show!"
"1663687578","3/11/2018 ","Enforce  now! If the background check systems broke, fix it! Ask the NRA to pay for it with their blood money."
"16669159","3/11/2018 ","ICYMI"
"1668109656","3/11/2018 ","A BOOMERS ??extra?? (c) stevenn beck, here??s \""COME CLEAN?? * PLS LIKE +SHARE AND FOLLOW ON FB, INSTAGRAM + TWITTER!             "", ""TODAY??S BOOMERS (c) stevenn beck, here??s \""HOOP CRAZED?? * PLS LIKE +SHARE AND FOLLOW ON FB, INSTAGRAM + TWITTER!            "", 
""BOOMERS??about the generation that was gong to \""change the world\"" - and INSTEAD gave us DONALD TRUMP! CHECK OUT BOOMERS and PLS \""SPREAD THE WORD!\""           "", ""TODAY??S BOOMERS (c) stevenn beck, here??s \""MY WAY * PLS LIKE +SHARE AND FOLLOW ON FB, INSTAGRAM + TWITTER!            "", 
""BOOMERS??about the generation that was gong to \""change the world\"" - and INSTEAD gave us DONALD TRUMP! CHECK OUT BOOMERS and PLS \""SPREAD THE WORD!\""           "", ""BOOMERS...re the generation that was gong to \""change the world\"" - and INSTEAD gave us DONALD TRUMP! CHECK OUT BOOMERS and PLS \""SPREAD THE WORD!\""           "", 
""MISS yesterday??s BOOMERS? (c) stevenn beck, here??s \""HOOP CRAZED?? * PLS LIKE +SHARE AND FOLLOW ON FB, INSTAGRAM + TWITTER!            "")"
"16747421","3/11/2018 ","aka    . A 3 year old shoots his 9 year old cousin. Who is responsible? The little boy? The owner of the gun? The laws that made that gun accessible to that child? The powers that control the laws? Y"
"16916866","3/11/2018 ","600-700k abortions every year. When you liberals care about that, then I'll take a moment to listen to your  vomit"
"17052001","3/11/2018 ","The "" School Safety Act"" could allow public and private schools to create safety programs that enable teachers or staff members to carry guns on campus."
"1707521174","3/11/2018 ","vicenews     ??"
"17081631","3/11/2018 ","   "", ""2nd Amendment - Raise the Age?    "")"
"1711708177","3/11/2018 ","    "")"
"17227307","3/11/2018 ","It is nothing less than heresy to claim that the ownership of guns is a ??God given right.??"
"17386686","3/11/2018 ","I have the answer to a few problems with one simple solution. The USA should introduce  at least monthly."
"174683948","3/11/2018 ","Trump is right about one thing, GOP politicians are \""afraid of the NRA\"".   "", ""You know you're reaching when you have to target Michael Bloomberg as funding a socialist takeover of the United States.    "")"
"174866706","3/11/2018 ","__Ananda  _iamme"
"17529427","3/11/2018 ","Hear Congressman Massey blow whistle on  legislation being slipped into budget bill for next week's vote. Sneaky turds in DC. Raise hell."
"17580853","3/11/2018 ","on  re:  debate"
"17717586","3/11/2018 ","The second amendment is not a commandment"
"17793105","3/11/2018 ","  Hogg is a Bloomberg stooge Reject the disarmist  nonsense (AKA ) agenda Ignore, disobey, and nullify"", ""_MoCowBell_     _Agent That's clearly a parody account, Kim. Play along with the ridiculous hyperbole, it's obviously to mock how stupid gun grabbing / cultists are."")"
"178888741","3/11/2018 ","If you are old enough to vote, to be drafted and sent off to war and to be sentenced to death row or life imprisonment, you should be old enough to buy a beer or a semi-automatic rifle."
"179501264","3/11/2018 ","If I'm being honest, I don't see how raising the gun age to 21 is going to help. I think lawmakers are just doing it to be like ""see! We did *something*"""
"18015116","3/11/2018 ","Man, this video on the    Is so on point, nobody can even add any commentary! I must have done something right, if nobody has anything to add to such a controversial topic... ;-)"
"18210270","3/11/2018 ","Alabama is an ??open carry?? state meaning adult citizens can openly carry a firearm without the need to get a permit, but a gun cannot be openly carried in a vehicle. Read on for state's gun carry law"
"18513241","3/11/2018 ","Question for CA governor Jerry Brown: If enforcing federal  law is an \""act of war,\"" then enforcing a federal ban on semi-automatic weapons would also be an act of war, right?  "", ""How Many Lives Are Saved By Guns ?? And Why Don't Gun Controllers Care?  "", "": Obama is still repeating the completely debunked - and intentionally manipulated - claim that we've had 18 school shootings this year.  ""
)"
"18516532","3/11/2018 ","An Open Letter From A Teacher To Students ""Walking Out""..."
"1871420107","3/11/2018 ","Don??t f*%* with our 2nd amendment!"
"18777241","3/11/2018 ","The  show it's  :. files lawsuit over"
"1879644984","3/11/2018 ","LOL that is what that means? WOw thats a stretch, but then again stretching the truth and lying about what people say is the only way  and  have anything to say.. ;)"
"188760974","3/11/2018 ",":  ...In That Order!                   "", "":  Will Not Set \""Restrictions On The Sale Of Lawful Goods And Services\""               "", 
"":  Gov.  Signs Very Unconstitutional  Bill                "", "": The  Files  Over 's Unconstitutional  Law                ""
)"
"19037491","3/11/2018 ","More than 1,000 people pack Hixson for ""Moms Demand Action"" meeting on gun violence. ""The Parkland, Florida school shooting massacre of 17 people is just the last straw for many Americans,"" said Morgan."
"19167941","3/11/2018 ","The  is a wholly owned subsidiary of the . All aimed at killing US for profits. They??re like a  group. Lets get the  out of government now."
"19452627","3/11/2018 ","This is great!"
"195045036","3/11/2018 ","Fingers crossed for WI's CD01! Supporting . in the 14 Aug Democratic Primary Election! 24 yr teacher, mom, elected 2 school bd in Paul Ryan's home town, union leader, activist, progressive."
"20400757","3/11/2018 ","??Racism Is Driving Modern American Gun Culture?? by"
"20449751","3/11/2018 ","Just like all the other times I see the  talk has faded away."
"20658902","3/11/2018 ","United States Supreme Court: Make It Illegal For  To Take Contributions Or Endorsements From The  - Sign the !       via"
"20883103","3/11/2018 ","has never been the answer we need to vote this lady out before she some serious damage to the 2nd Amendment"
"20993947","3/11/2018 ","Here's How To Prevent The Next School Shooting, Experts Say"
"21115431","3/11/2018 ","Please made The  Promise to protect children from gun violence. Make yours at"
