"c1","c2","text"
"21243049","3/11/2018 ","In wake of latest school massacre,  lawmakers remain cautious about"
"214668138","3/11/2018 "," is in way over his head.Meanwhile why are you 3 still GOP?    Become INDEPENDENTS;have CLOUT.STOP debacle ??         "", "" is in way over his head.Meanwhile why are you 3 still GOP?    Become INDEPENDENTS;have CLOUT.STOP  debacle          "", 
""Can we buy  a casino to run?He??s in way over his head.Meanwhile why are you 3 still GOP?    Become INDEPENDENTS;have CLOUT.STOP  debacle        "")"
"21501951","3/11/2018 ","New post: Leftist Lexicon Word of the Weekby Thomas"
"215181596","3/11/2018 ","School shootings haven??t always been around, guns have. What??s changed? Technology - video games have desensitized kids and exposed them to realistic weapons and digital murder. In my day we had"
"2163898081","3/11/2018 ","If  is going to have Lumaj on as a serious candidate, they need to give equal time to every other far right wing nut.    &  all in 5min?!"
"2172706225","3/11/2018 ","Parents across the country are asking: what can I do to decrease ? It's easy. 1. REMOVE ALL GUNS FROM YOUR HOME 2. REMOVE ALL GUNS FROM YOUR HOME 3. VOTE FOR"
"2178497382","3/11/2018 ","This gun was in the wild for 132 years. I shudder to think of all the people it killed during that time!"
"21980238","3/11/2018 ","Not OK. The real impact of training people to kill is huge, needs to be addressed. It is right here and close to home; majority of mass shooter situations are military trained.  3 women, suspect dead w/ hostage standoff at veterans home in CA"
"2201782562","3/11/2018 ","""They lived their lives selflessly to serve others & in particular to serve our ..."" Remembering the victims of the"
"2207756538","3/11/2018 ","As part of  ever victim of mass school shootings should have all medical costs paid by their state. Add this to the platform."
"2211935376","3/11/2018 ","it??s so scary to know I could??ve lost a friend today. always tell your loved ones how you feel & check up on them cause you never know when the last time is"
"221546544","3/11/2018 ","Warning: Strategies Progressives Use for Instituting"
"222870836","3/11/2018 ","Dr. Jenn Gonzales was pregnant"
"2232613219","3/11/2018 ","Liberal logic!!"
"2269177716","3/11/2018 ","came from  trying to keep  from having !  was a  from the Democrats.  was  fighting to keep  people !  put Blacks in ! Maybe"
"2280848059","3/11/2018 ","_lover he's also wishywashy when it comes to  too because he's from a state with fairly loose gun laws. that is something that has always concerned me about him. the things we can all unite around are universal healthcare/ medicare for"
"228232630","3/11/2018 ","Any politician who wants to confiscate guns better ask how far they are willing to go. Remember Prohibition? Americans don??t like their rights being taken away. Are you willing to risk bloodshed of Americans like  or even civil war?"
"22959935","3/11/2018 ","Wow this says something, when the votes are so hugely different.  "", ""      "")"
"2300619144","3/11/2018 ","trump is lying to you!"
"2301628435","3/11/2018 ","We need better  care, better laws on  & comprehensive medical help for all ! Let's vote in people who can help prevent tragedies like this in the future!"
"23084829","3/11/2018 ","_4truth  In a bubble? Have you ever been in the middle of gun fire? I have! The last thing you want is multiple people shooting. Not everyone works simultaneously....things only would be worse. Get your head out of your ass and think"
"23153001","3/11/2018 ","For   forum 2b successful, panel members should be forced to declare a side, then BARRED from using that side talking points!  people can't talk Gun Control,  people can't talk about Arming Teachers! ONLY WAY IT WILL BE SUCCESSFUL!! "", "".   &  lemmings Just NEED TO SHUT THE F*CK UP!!! Ur not solving the problem, JUST LINING UR POCKETS (both sides)!! REAL solutions or SHUT UP ALREADY!!!"")"
"2318145036","3/11/2018 ","Let us not forget to support our kids on the  March on 24th 2018 If you can't physically March you know someone who can Let us get the guns taken off the streets & out of peoples hands who have no control"
"2369177203","3/11/2018 ","? More like gun confiscation. That's what many on the left want. That's why we need the"
"238902108","3/11/2018 ","        The  should recognize the political climate and take a role leading the conversation on . Try axing some lownhanging fruit, like hi-cap mags & bu"", ""        After  Obama put Biden in charge of a  task force, that ultimately led to  writing an overly ambitious assault weapons ban. At th"", 
""        The  should work with Senate leaders to help draft  legislation that can hold up in court while not infringing on  because it??s what America wan"", ""        Even though some  ideas like 10 round magazines probably won??t have a significant effect of gun violence or mass shootings in America, it??s the kind"", 
""      The  leadership is now of the opinion that any compromise on  risks eroding the  and a possible future . Wayne LaPierre, as the face of the  is a very polari"")"
"23894314","3/11/2018 ","Plz take :15 to sign this. Stop District 86 in Hinsdale from discipling students if they participate in a 17 minute walk out on March 14. This is an important teaching moment!"
"2435581100","3/11/2018 ","Come look as amazing as our Promo Model. VETERAN OWNED       "", ""I hope she can sue them. This is insane.      "", ""Thank you God and customer for this sale.         "")"
"2464531234","3/11/2018 ","A long read but well worth it. While people like   & _kasky are calling for   is the only one saying ."
"246500501","3/11/2018 ","was on fire last night-aside from the unnecessary swats at Impeachment Lady   soared-He was funny confident informed and formidable. If he pulls off this  initiative he should get the  No"
"2473331418","3/11/2018 ","Thought you were getting tough on  Trump! But now to get support from NRA supporters, you push the love of 2A. What a nightmare"
"24782816","3/11/2018 ","Gun Confiscation Begins in Illinois"
"2491668756","3/11/2018 ",": \""They () are afraid that the government will come into their homes and take their guns. It is an unrealistic fear.\"" Slocum has received death threats due to her   legislation  "", "": \""If anything happens to the politicians or media that the  called out in their video, they will have blood on their hands.\"" Ref NRA video that threatens politicians & media    "", "": \""If it is 21 to have a beer, why is it so radical to be 21 to purchase a gun?\"" Topic  sure FL for new gun law    "", 
"": \""They () believe we should measure ourselves by how many guns we have, not how many children we lose.\""      "")"
"249526045","3/11/2018 ","_VanDyke   Like I keep saying, evil people kill, not depressed people. Most depressed people can't even get out of bed let alone plan, initiate and complete an act of violence."
"2497253862","3/11/2018 ","_forest  And are its gun violence rates better than, for example in Europe -where guns are not forbidden but controlled? "", "": You do not ask teachers to shoot back, just as you do not expect policemen to teach. It simply makes no sense.   "")"
"25021862","3/11/2018 ","And no amount of  is going to stop that either. Why can't people get that through their heads? If anything, it is going to make the lawlessness worse!"
"2515352413","3/11/2018 ","4/ why does  enable a liar, womaniser, traitor rather than give one of their own the chance to lead with  ?  because they are  and ."
"252264962","3/11/2018 ","Then on Monday it??s the ??Do nothing Congress ?? on  ."
"252387749","3/11/2018 ","Hear that ?  is the time for THAT conversation, despite what you and your paid-for politicians say. Now is the time for a national discussion about sensible . It??s also time for your influence to become a thing of the past."
"252794509","3/11/2018 ","This man's son was killed in the Florida school shooting. "", ""School shootings are extraordinarily rare. Why is fear of them driving policy? by   "")"
"25285479","3/11/2018 ","Go Diane, we are behind you"
"253602252","3/11/2018 ","We don??t have to live with these weapons nor should we."
"25778190","3/11/2018 ","happened. The NRA still is primarily a firearm education and safety org, tasked to preserve and promote the shooting sports, but it has had to become more politically active over the years to counterbalance the constant erosion of"
"258537744","3/11/2018 ","What if the  is allowing these ticking timebombs to do their evil deeds knowing that the masses will demand  . Unfortunately I do not believe they??re that inept but now a weaponized political tool of the leftist extremists hell bent on destroying"
"25891824","3/11/2018 ","It??s FOX NEWS,E!,and QVC combined for gun enthusiasts   Kenton, Kentucky"
"2592497046","3/11/2018 ","If only the Left could truly obtain full  and ban all guns like the U.K., they could implement these same bullying tactics here in the U.S. and gain total control...Thank God for the 2nd Amendment (For now)"
"26037348","3/11/2018 ","Good thing they wanna raise the age limit."
"26152490","3/11/2018 ","originally posted by  on FB: If only there had been a good 4 year old with a gun to stop him."
"2618384560","3/11/2018 ","Seeing this tweet makes me so sad it??s time for  and  to put their pride and politics aside and do what??s right"
"26596190","3/11/2018 ","Ban bump stocks: Justice Department moves to make them illegal to own or sell"
"266982555","3/11/2018 ","If you are not watching   series, you need to. Truly opened my eyes to the flaws in the system regarding both  and . Such a powerful series addressing realities and misconceptions of the acts of gun violence in our country."
"2672899283","3/11/2018 ","Fighting for  for yrs   ThY mySupport"
"270071408","3/11/2018 ","On this  let us not forget which alternative/reggae/rap/rock band was on the forefront of  advocacy way back in ??95."
"27193839","3/11/2018 ","Justice Department proposes banning rapid-fire bump stocks. Why weren't they already illegal?"
"272832670","3/11/2018 ","_Janise Fucking lol. A) most mall cops are rent-a-cops at best, B) one gun shot caused a gigantic panic for thousands in the second biggest city in the US, C) shooting through a crowd of people is incredibly reckless and no one was safer for it."
"274760596","3/11/2018 ","so  has filed lawsuit over   legislation that will raise age to 21, the seemingly age of adulthood in  if  were really, truly in support of actual responsible gun owning, they would be supportive of this kind of stuff"
"27656522","3/11/2018 ","How long...          ??"
"27712354","3/11/2018 ","NEW VIDEO! Gun Facts with Curtis Hoyt       (shot by )"
"2776376446","3/11/2018 ",".Must have been a rude awakening for a young man to realize that MSM journalists aren??t interested in facts or opinions, unless they fit the liberal narrative they??re pushing at the time.  is their goal and your views get in their way. Stand firm. Support"
"27927281","3/11/2018 ","I guess it's still too early to talk about  ."
"281784899","3/11/2018 ","The ""kids"" are all right! ""today??s young can freely access the most positive aspects of worldwide diversity"""
"2826580150","3/11/2018 ","Seems  are the cause. Perhaps the only  we need is a political party questionnaire."
"2833177377","3/11/2018 ","Read this article. The whole thing. Then with a straight face tell me why AR-15??s should be readily accessible to citizens. I??m looking at you     zealots."
"284391483","3/11/2018 ","There's this ""united"" country that prefers to offer thoughts & prayers as opposed to policy and change."
"28439504","3/11/2018 ","Democrats wanted as many people to die as possible, the bodies give them the platform needed to push gun control!They don??t give a f**k about kids, there are the party that supports .     "", ""      "")"
"2853734579","3/11/2018 ","The anti-gun rhetoric continues, and no we are NOT getting behind any anti-gun anything, at any point, ever. Some ideas are harsher than others, but make no mistake: The end result is still the same."
"2858886167","3/11/2018 ","Very good read about"
"28629837","3/11/2018 ","If an American citizen were willing to sign a petition calling for the creation of an army of American citizens to overthrow known war criminals I don't think they would also want to ban assault weapons."
"2883653149","3/11/2018 ","_Infidel _LabRat  They are all praying to their  not Christ Jesus the Lord to save them... After all, their  can create  out of thin air, and dema"
"2896478775","3/11/2018 ","Asks how many more must die, I say, all of them. I've done no wrong, I will not see my rights removed because of the misdeeds of others."
"29154355","3/11/2018 ","KEEP YOUR FOCUS!"
"293090459","3/11/2018 ","Yes it is  NOW"
"2955615302","3/11/2018 ","Arming teachers is not a solution. This is not the change that will save lives. Sad that ppl don??t get it. More guns doesn??t equal a better world. Ask the world!"
"29584150","3/11/2018 ","Sure!  is the  That is coming to  The  ! : Let's get what we want!  Free     Save  Save      Chuck Todd ""
)"
"297239222","3/11/2018 ","Anything to take away gun power and civilian defense  can??t wait till they start beheading all your grand children   the people are average retarded"
"2973323000","3/11/2018 ","School Gun Attack Steps to Safety: 1) Run, 2) Hide, 3) Vote."
"297561618","3/11/2018 ","  is not the answer to a society that vaules a TREE over a CHILD  "", ""     is code for TYRANNY"")"
"297795505","3/11/2018 ","    "", ""  "")"
"3006597155","3/11/2018 ","If You're Trying To  The Least You Can Do Is Learn The Basics              "", "" Begins in . 1st they will come for young who will go to war with guns but can't go hunting or protect their families with them.           "")"
"3011062804","3/11/2018 ","Using threats against those for gun control is showing exactly why we need"
"30203539","3/11/2018 ","The issue with  is not keeping guns out of the hands of law-abiding citizens it is keeping the guns out of the hands of criminals . Law-abiding citizens should have the right to protect themselves from criminals by shooting them. Problem solved!"
"3027842598","3/11/2018 ","So are AR15."
"3031635662","3/11/2018 ","WE THE PEOPLE of the USA to perform a more perfect union makes those decisions. How the  as a whole is acting, FAT CHANCE IN HELL."
"3064011446","3/11/2018 ","You may be against the  and want to ban all guns. Even so, if the new FL gun law in violation of the 14th Amendment doesn't concern you, it should. A lot."
"30999491","3/11/2018 ","I never got around to watching  last week. So, maybe like a  warp. How I used the hour I lost... --but it's fantastic. ?? Re:  and  ?? Steel & Aluminum tariffs vs.  ..."
"31203459","3/11/2018 ","Allez, encore un effort ...   ... Trump??s Gun Plan Will Encourage States to Allow Armed School Staff"
"315429133","3/11/2018 ","Ask me what I will do with  fist?? Non-violently - of course"
"31621164","3/11/2018 ","When asked about  back in October of 2017, just after  shot 600 people from a hotel room in Vegas,  talked about his support for a bill that did nothing to address gun violence. Typical Newhouse dodge."
"3177324263","3/11/2018 ","ArticleDelineatesTheDanger &PotentialOf  OfNational   OnePoliticalGroupMayBeWell IntentionedButLaterOn AnotherHitleristicDictatorMindedPoliticalGroupAttainingGovtPower&ControlMayTurnUr WorstNightmareIntoReality"
"3205232315","3/11/2018 ","The People??s Organization For Progress (POP) supports the National School Walkout on March 14 to protest gun violence         "", ""We must ban military style assault rifles and high capacity magazines.   "")"
"32215341","3/11/2018 ","Tide pod eating  teens looking more like  -  desperately pushing nazism on the"
"32497953","3/11/2018 ","How many suicides? Nothing says we care about lives, mental health like  laws that scapegoat/criminalize mental illness; we'll throw you in prison w/little to no treatment (& likely torture you in solitary) if you cross me.."
"32531887","3/11/2018 ","Know how I know the  is full of crap? They think 18 is mature enough to own as many guns as possible yet too young to speak out on important issues like . Because their only goal is selling more guns."
"325342540","3/11/2018 ","Remember: While traumatizing your students, never miss an opportunity to make them racist!!"
"3259163534","3/11/2018 ","Glad to see I'm not the only one beating the drum about HR4909 with FiX-NICS SHOUT IT FROM THE ROOFTOPS THE VOTE IS NEXT WEEK!"
"3259435218","3/11/2018 ","As an Anti-2A pro-gun grabbing jackass,  is a chickenshit coward who blocks people to avoid actual discussion of her worthless  viewpoint"
"326749024","3/11/2018 ","_harbison That is the go to ""who is paying you"" They are confusing you with themselves"
"32676418","3/11/2018 ","_MissSunshine         _Resists    Thanks Lynsey Sunshine"
"326859882","3/11/2018 "," Yes, sue the schools into oblivion.  have it right. We don't need   =  because   "", "" _Milano  have it right.  =  because   An alternative to  because "")"
"3383234759","3/11/2018 ","This past Tuesday, Washington State banned . Is your state taking action on ? You can message your state representatives and senators with  to tell them if you support or oppose this kind of legislation:"
"3397463120","3/11/2018 ","I have an honest and sincere question for anyone who is knowledgeable on the  issue. Q: can I be against gun control and also be against people under 21 owning assault weapons ?"
"3402874684","3/11/2018 ","tried very very hard on  to keep us from understanding that he himself is blocking gun legislation. Is he ashamed?"
"34611062","3/11/2018 ","Love this video by  explaining the  debate with a little help from cats, the unofficial mascots of the internet! via"
"3464260697","3/11/2018 ","Pro-gun Jamie Gilt is shot by her four-year-old son in Putnam County, Florida | Daily Mail Online"
"346854774","3/11/2018 ","Is it background noise or white noise? Not sure  will address this issue.  and wellness"
"35027204","3/11/2018 ","That was short lived and now moving to ."
"35364393","3/11/2018 ","I had wondered about this specifically myself, because it really barely simulates automatic fire. Legislators don??t seem to know much about the guns their making laws on."
"353849714","3/11/2018 ","To fight gun violence, we need LESS guns, not more We need better  We need to  We need a congress that will stand up to the  If the  won't cooperate, we'll"
"35654845","3/11/2018 ","The Lefts solution: PROBLEM: The  failed to..."
"36139166","3/11/2018 ","we must stop this insanity"
"36207727","3/11/2018 ","Hey  my friend - in today's  week summary u forgot 2 mention that Trump's  &   mtg r both distractions from teenagers demanding  after 17 Americans slaughtered. Trump scared of  AND ."
"362229946","3/11/2018 ","I've seen quite a few posts saying shit like ""obesity kills more people than guns...we should focus on that, not  "" But obesity isn't killing fucking CHILDREN, Carol. & someone else's obesity isn't killing anyone else?!?! Wtf. This is the logic we have to deal with?"
"36599734","3/11/2018 ","Should  be allowed to play with guns? Read 's interview w/ Melinda Walden, professor & early childhood teacher who did an experiment w/ kids & guns. Read this & share ur thoughts!    "", ""Should  be allowed to play with guns? Read 's interview w/ Melinda Walden, professor & early childhood teacher who did an experiment w/ kids & guns. Read this & share ur thoughts!    "")"
"36690283","3/11/2018 ","Trump administration takes first step to ban bump stocks     [Make America Gun-less Again]"
"367021773","3/11/2018 ","Guns in America | Facts and statistics about firearms in the USA"
"368741363","3/11/2018 ","And the NRA is probably very proud of him for doing that. What is wrong with you, America?! Can??t you see what you??re creating?!"
"3704931794","3/11/2018 ","Oh no look at how fast that weapon of war fires! We must ban assault pistols now!!"
"375682965","3/11/2018 ","  that works! Not this crap!"", ""Further evidence of the   to get exactly what it wants!! "")"
"378385961","3/11/2018 ","Many mass gun assaults at US schools require school drills on surviving shootings & some educators worry students' march for  will 'disrupt' their education?!! What mental fog do these 'adults' inhabit?"
"38081361","3/11/2018 ","._Milano hope you can help  stick to their word, second time around"
"3815220455","3/11/2018 ","If a shooter were to threaten ohio schools, what could educators do?"
"382261177","3/11/2018 ","Here's How Much Money The NRA Has Poured Into Schools - Bustle Here??s an idea...why not use the $$ the NRA donates to schools to pay for armed security personnel (NOT armed teachers)?"
"384852760","3/11/2018 ","What gun laws do is make criminal access to guns that much harder. Your false equivalency argument dies. Lift your head out of that  pit and look at how well  works for Canada, the UK, Nihon.. / h"
"386751727","3/11/2018 ","SIGN: Congress needs to stop taking NRA moneyvia"
"388543577","3/11/2018 ","Three Shot, Killed at Veterans Home Despite Stringent California Gun Controls"
"390692637","3/11/2018 ",". Does this mean the draft age will also go to 21?  protests you can fight a war but can not have a drink or buy a gun?"
"39931540","3/11/2018 ","Instead of having so many  overseas bring some back home. We need them protecting the innocent in our schools and churches. I guarantee that these shooters would think twice if there were  there like they do in Penn station."
"40125453","3/11/2018 "," & .... Mass shootings always give them opportunity to achieve their goal.. More  Mass Shootings..."", ""   _drfister         & .... Mass shootings always give them opportunity to achieve their goal.."")"
"408395872","3/11/2018 ","If you let 20 kids be shot by an assault rifle and do nothing to change the laws then you are guilty of murder........"
"408789936","3/11/2018 ","This!"
"41152007","3/11/2018 ","Fuck the NRA."
"4186649956","3/11/2018 ","_HAROLDPRETZEL_     Staying home for Spring Break will do good to none. Besides if you think that, then why care?  will happen bc there can b enough people that support semi-automatic weapons i"
"4212476205","3/11/2018 ","My mom is, among many other wonderful things, a fantastic cartoonist. I think this is comic??on gun control??is one of the best and most necessary comics she??s ever made. Please share it with anyone you think should read it."
"4245704895","3/11/2018 ","And this is happening in a state with some of the most stringent  laws in the  - SMH..."
"4268693179","3/11/2018 ","_Insider  Has this been verified by  Treasurer? Hope it's true.  are America's Best Hope for . The NRA does NOT SCARE THEM!! We All Must Support Them."
"43377128","3/11/2018 ","If ??killing our kids?? means the death penalty for drug dealers, it should also mean the death penalty for presidents, the NRA and congressmen who refuse to pass  laws and taking healthcare away, causing our kids to die."
"44254190","3/11/2018 ","Eliminate puppet politics: lobbyists to create interfacing technology to work w/federal background provide links to ICD-10 codes that, w/o violating HIPAA, flag to require further investigation & prevent guns put in wrong hands."
"4434659660","3/11/2018 ","You realize the vast majority of Republicans do not believe basic healthcare is a right all Americans deserve, right? That includes mental health. So that argument doesn't even work.  is needed either way because not"
"445670525","3/11/2018 ","is the dicks act ? Gun rights is apart of our constitution.  you cannot refuse 18 year olds of their rights. Founding fathers knew ."
"446120035","3/11/2018 ","Yeeeesss! You GO, young people!!!"
"4465932492","3/11/2018 ","       "", ""       "")"
"44798696","3/11/2018 ","So stupid.     ??        _kasky _kasky   "", "" So stupid.             _kasky _kasky   "")"
"4491531140","3/11/2018 ","As we approach the one-month anniversary of the Parkland mass shooting, notice not one politician talks about banning the weapon that makes these high death tolls possible"
"45652757","3/11/2018 ","What parents should know about the National School Walkoutvia"
"458886614","3/11/2018 ","General Assembly Considers Gun Buyer Reference Check &  Bills:"
"4602240394","3/11/2018 ","I have to give credit to  for being the only republican Governor with the cohonas to stand up to the . Kudos brother! The new law is far from perfect, but its a good damn start!!!"
"460694384","3/11/2018 ","The best thing about America is that each state can make their own laws and be independent laboratories of experimentation. We know how well  doesn't work in  - so buckle up and pay attention to how things change in ."
"46224161","3/11/2018 ","Chart of the Day: Why we need uniform national  via"
"462474934","3/11/2018 ","Maybe we can begin with these non-aggressive approaches to ??gun control solutions?? and see if it helps. We can??t just not do anything anymore. Time to start test running shit"
"4704385046","3/11/2018 ","&gt;Hollywood celebrities lecturing us on the Constitution &  &gt;While guarded by security armed with assault rifles. The hypocrisy is astounding!"
"47323271","3/11/2018 ","Praying for my fellow colleagues who were victims to this senseless violence."
"473504980","3/11/2018 ","So many things wrong with this video. One he describes the shooter as being a black male (how many mass shooters were black?! Don??t worry I??ll wait) two, this should??nt even have to be a drill"
"474899762","3/11/2018 ","_kasky _Milano As a Canadian this breaks my heart. As a father it makes me incredibly sad for the US. I have never in my children??s (now teenagers) lives ever worried about their safety at school. Ever. Not once. Not ever."
"475499381","3/11/2018 ","It??s time for  to get rid of  monopolies FOR CAUSE. Heh   our kids are not your props."
"47730018","3/11/2018 ","We should ban flux capacitors and make the speed limit 85mph!"
"485107834","3/11/2018 ","Kudos to the Trump administration for finally taking some steps on  !  no-one else did anything about it."
"4862053260","3/11/2018 ","Gunman in deadly veterans home shooting made earlier threat  OF COURSE he was kicked out FOR GOOD REASON"
"4872729485","3/11/2018 ","This is never ending. We need gun control NOW. NOT AFTER THOUGHTS AND PRAYERS. NOW!!!"
"49144045","3/11/2018 ","Sometimes you can find simpme  on a t-shirt from ."
"495382516","3/11/2018 ","The truth is,  want to ban every gun in America. It's just not politically savvy to admit it.           ~never  ~won??t work  ~join the  "", ""  WARNING! When will the  be showing droves of Chicago's 18-20 year old street gang members lined up outside of Police Stations all across the city handing over their guns?    ""
)"
"50850981","3/11/2018 ","regarding  and   supporting"
"511351191","3/11/2018 ","NEW INSPIRATIONAL SONG COMING AT U LIVE AND DIRECT IN A MIN                     "", ""About to write the most powerful song I can about all the shit that's been going on in our society and America, for anyone who feels like they don't have a voice, this is for u!            ""
)"
"51780731","3/11/2018 ","""Assault Life"""
"518893575","3/11/2018 ","South Africa & Zimbabwe just constitutionally F"
"520392463","3/11/2018 "," to   w  Chad & Rich Icy on  or              13x"", "" to   w  Chad & Rich Icy on  or              11x"")"
"52230962","3/11/2018 ","So the  which is suing the state of Florida for the  law it did pass, got off easy considering what most Floridians really want."
"522890046","3/11/2018 ","Yes,  this is what we think of your poster children for . Ridiculous isn't it?"
"52992196","3/11/2018 ","shooting:  sues as Florida enacts gun-control law --"
"54016818","3/11/2018 ","Let??s start the argument where it starts: I want to see a repeal of the Second Amendment."
"54395595","3/11/2018 ","Will  lead the nation? ??For the world??s sake, the sun now rises in the West.?? On issues from  to   to  ??California has established itself as a pole of the   to President .??"
"561614650","3/11/2018 ","And  want them to vote   Creates Armbands to Advocate for  -"
"57264747","3/11/2018 ","We need to end our habit of equivocating. When confronting a bully, you don??t say ??people are so mean??, you say ??there??s the bully right there!?? The problem is Republicans.    everything. Not ??Washington??, ??politicians??, or ??people?? - REPUBLICANS"
"5746842","3/11/2018 ","The need for change is being heard - we must keep up the pressure"
"574915137","3/11/2018 ","In   is holding School walkouts and the Elementary schools have assemblies on . Just emailed my children's teacher said they will not be at School Wednesday. We don't believe schools should use students to push a political agenda."
"57668050","3/11/2018 ","If we really do arm teachers, in 10-20 years statistics will show that more accidental shootings occurred just like the ones happening in households with guns & children.   are burdened enough!!  BTW I'm a gun owner."
"58855186","3/11/2018 ","Some healthcare groups charge into fight for gun control as others lag behind"
"60113766","3/11/2018 ","TRUTH"
"60961468","3/11/2018 ","_News students are leading the way. So proud of my daughters speaking out.  Student walkouts have districts toeing a fine line between policy, rights"
"610375478","3/11/2018 ","In 1999  commented that mass murder in high schools was a natural occurrence and ??verged on trendy??. It??s been 19 years since then and  has done nothing to implement  What??s that say?"
"610919499","3/11/2018 ","So harsh laws resulting in death are okay for drugs, but we shouldn't have gun control laws to prevent death?     "", ""Over 30,000 Americans dies every year due to guns. Here are upcoming dates where you can make a difference: National School Walk-out: March 14 March 24: March for our Lives April 20: Anniversary of Columbine    "")"
"61722323","3/11/2018 ","All that says to me is"
"618284718","3/11/2018 ","Can't sell them guns but they can enlist in the military and go to war."
"618581414","3/11/2018 ","Time is Relative to everything we do in Life. Regardless of a Time Machine- We Watched Time Fly By and dd not Waste Time to Save that Time. We Let it Pass? Waste of Time-  and . Time is Running Out. Time cannot"
"621335481","3/11/2018 ","--&gt; _Guttenberg Parkland Shooting Victim's Father on Dedicating His Life to Fighting Gun Violence"
"63219844","3/11/2018 ","Glendale Galleria is a huge mall! Tons of people there for fun and shopping. We can??t stop idiots from shopping, but we can stop idiots from having GUNS!"
"64592238","3/11/2018 ","Went out of my way today to support  after they raised the age to purchase a gun to a more reasonable 21 years old."
"68031935","3/11/2018 ","Clueless Steve-O hasn't a clue what makes a good mother..or what one should do to be one.  Conservative survivors/heroes..Kyle and  are homies that don't play that--participating in C"
"69011562","3/11/2018 ","We don't need more  We need more prisons and we need sentencing reform."
"702750007435264001","3/11/2018 ","         is the ONLY sensible  regulation AS WRITEN! Waiting Periods like the 3 day one passed in  ONLY cause ppl in NEED of self-defense to be HELPLESS against "", ""Evil -grabbing  have CROSSED THE LINE! Using  to BRAINWASH legislatorsto ATTACK the foundation of our country! Tell your  NOT ONE STEP BACK on  OUR RIGHTS are non-negotiable!    "", 
""         Anyone who advoctes  is just  of ! Like dealing with  yokels or Canadian!  dont kill people  KILLS people, THAT is a fa"", ""Majority the world has  coincidentally MAJORITY of the  in CONSTANT state of   ! B4   started KILLING & STEALING from their  they implemented  legislation.   ""
)"
"705362883945697280","3/11/2018 ","        aren't problem  Problems &gt;     &gt;  &gt;        "", ""        aren't problem  Problems &gt;     &gt;  &gt;        ""
)"
"706578898851483648","3/11/2018 ","Speaking of  and knife deaths:"
"707718396561887233","3/11/2018 ","Anyone out there know how  in the  began? It started as Jim Crow Laws to keep weapons from newly freed slaves and former soldiers who fought for the Union side during the Civil War.  only exists to strip people of their rights and render them powerless."
"711822051384799232","3/11/2018 ","""And because iniquity shall abound,the  of many shall  .""(Matt.24:12)"
"718633854571978753","3/11/2018 ","Student  of  taking action"
"722327756","3/11/2018 ","SNOOPS misleads public on Mass Shooting statistics & Crime Prevention Research Center article. Why Snoops is NOT objective.      "", ""VA Delegate Nick Freitas Speech on Floor of House of Delegates well-reasoned speech on Gun Control & why the left can't have an honest conversation.      "")"
"724850760740159489","3/11/2018 ","don??t forget about"
"737491445783879680","3/11/2018 ","The head line ""Black Lives Matter Calls NRA a Terrorist Organization"". Now this is ironic coming from a  group. Of course they don't wont you armed! Cant fight terror when you have nothing to protect yourself with."
"7407152","3/11/2018 ","Let's do this!"
"741336110098419712","3/11/2018 ","Unbleachd 075 /  929 322 4595 /  &a"
"741748003","3/11/2018 ","Brilliant: What If Buying a Gun Were Like Getting an Abortion?"
"741840008500391936","3/11/2018 ","Yes, let's ""Keep America Great!""  attacking Women (Waters, Warren) and the Media will not stand!    indeed!"
"742874130874126336","3/11/2018 ","People that kill and steal fear retribution from the families of the dead and the victims of the crimes."
"743865344440270848","3/11/2018 ","""People are realising  wld mean no more mass shootings; This is really bad for business!"" ""Here's a very stable genius thought: Let's make it a golden opportunity to sell more guns! (While blaming the victims & gun control advocates for 'exploiting Florida tragedy'..)"""
"746320970621739009","3/11/2018 ","Of course  calling Chuck Todd a SOB is pathetic but it??s also him trying to divert attention from things like...        Most importantly    60 Minutes"
"752264738780786688","3/11/2018 ","I can't tell whether you're trying to argue that Trump's support for the  is stupid and wrong, or that you've finally realized that your support of  is stupid and wrong."
"753024185304317953","3/11/2018 ","_rami   But yet _rami we in America still won our independence and when challenged by the UK in 1812 and at New Orl??ans in 1815. We a ragtag band of farmer beated the world??s strongest superpower not once, but twice "", ""_rami   _rami those same notions were just as ??ridiculous?? as the notion from 1776, 1812, and 1815 that a ragtag band of farmers would defeat the World??s best and biggest army/navy aided by Prussian guns for hire ""
)"
"754349774","3/11/2018 ","One experience these kids have that these adults do not, is watching their classmates and teachers be slaughtered in front of their own eyes, fearing that they were next."
"755059686886428672","3/11/2018 ","Hey Nazi Germany called I believe you preached a patient."
"758841058268618753","3/11/2018 ","Your story would actually be more believable if you had taken the picture with you handing out the same firearm. And ffs who installs 2 grips on their rifle"
"759412994883391488","3/11/2018 ","There you go   - she does not give a damn about the ppl. she does give a damn about the NRA MONEY!"
"762534037","3/11/2018 ","I guess this isn't constant coverage on  because it doesn't fit the  narrative they are told to push...Stabbing rampage at Pa. high school leaves 22 wounded"
"766992815117262848","3/11/2018 ","In a new video, Dem candidate  cuts an AR-15 in half and destroys it. This is symbolic of what the  wants to do to the Second Amendment, and Bill of Rights in general. NEVER VOTE DEM."
"767128539350994944","3/11/2018 ","Dear America, I understand that breaching the topic of   makes many uncomfortable. With that said.. is it ok to talk ?"
